"","species","qtd"
"10947","Maytenus floribunda",0
"10948","Maytenus gonoclada",0
"10949","Maytenus guyanensis",2
"10950","Maytenus kanukuensis",0
"10951","Maytenus krukovii",0
"10952","Maytenus laevis",0
"10953","Maytenus laurina",0
"10954","Maytenus macrocarpa",2
"10955","Maytenus meguillensis",0
"10956","Maytenus myrsinoides",0
"10957","Maytenus oblongata",0
"10958","Maytenus obtusifolia",0
"10959","Maytenus pittieriana",0
"10960","Maytenus planifolia",0
"10961","Maytenus pruinosa",0
"10962","Maytenus pustulata",0
"10963","Maytenus retusa",0
"10964","Maytenus sapotiformis",0
"10965","Maytenus sieberiana",0
"10966","Maytenus sprucei",0
"10967","Peritassa bullata",0
"10968","Peritassa dulcis",0
"10969","Peritassa glabra",0
"10970","Peritassa huanucana",0
"10971","Peritassa killipii",0
"10972","Peritassa laevigata",0
"10973","Peritassa manaoara",1
"10974","Peritassa nectandrifolia",0
"10975","Peritassa peruviana",0
"10976","Peritassa petiolata",0
"10977","Peritassa pruinosa",0
"10978","Prionostemma asperum",0
"10979","Pristimera celastroides",0
"10980","Pristimera nervosa",0
"10981","Pristimera tenuiflora",0
"10982","Salacia acevedoi",0
"10983","Salacia alwynii",0
"10984","Salacia amplectens",0
"10985","Salacia caloneura",0
"10986","Salacia cauliflora",0
"10987","Salacia cordata",0
"10988","Salacia elliptica",0
"10989","Salacia gigantea",0
"10990","Salacia impressifolia",1
"10991","Salacia insignis",0
"10992","Salacia juruana",0
"10993","Salacia kanukuensis",0
"10994","Salacia maburensis",0
"10995","Salacia macrantha",0
"10996","Salacia miqueliana",0
"10997","Salacia multiflora",0
"10998","Salacia negrensis",0
"10999","Salacia odorata",0
"11000","Salacia opacifolia",0
"11001","Salacia solimoesensis",0
"11002","Salacia ulei",0
"11003","Salacia vernicosa",0
"11004","Salacia viridiramis",0
"11005","Tontelea attenuata",0
"11006","Tontelea congestiflora",0
"11007","Tontelea corymbosa",0
"11008","Tontelea cylindrocarpa",0
"11009","Tontelea emarginata",0
"11010","Tontelea fuliginea",0
"11011","Tontelea laxiflora",0
"11012","Tontelea mauritioides",0
"11013","Tontelea passiflora",0
"11014","Zinowiewia australis",0
"11015","Zinowiewia aymardii",0
"11016","Ceratophyllum demersum",0
"11017","Ceratophyllum muricatum",0
"11018","Cleome latifolia",0
"11019","Cleome parviflora",0
"11020","Cleome virens",0
"11021","Cleome viridiflora",0
"11022","Melidiscus giganteus",0
"11023","Aneilema umbrosum",0
"11024","Buforrestia candolleana",0
"11025","Callisia ciliata",0
"11026","Commelina benghalensis",0
"11027","Commelina diffusa",1
"11028","Commelina erecta",0
"11029","Commelina obliqua",0
"11030","Commelina rufipes",0
"11031","Dichorisandra densiflora",0
"11032","Dichorisandra hexandra",0
"11033","Dichorisandra pubescens",0
"11034","Dichorisandra ulei",0
"11035","Dichorisandra villosula",0
"11036","Floscopa elegans",0
"11037","Floscopa glabrata",0
"11038","Floscopa peruviana",0
"11039","Floscopa robusta",0
"11040","Geogenanthus poeppigii",0
"11041","Gibasis geniculata",0
"11042","Murdannia engelsii",0
"11043","Murdannia schomburgkiana",0
"11044","Plowmanianthus grandifolius",0
"11045","Plowmanianthus perforans",0
"11046","Plowmanianthus peruvianus",0
"11047","Tinantia sprucei",0
"11048","Tradescantia zanonia",0
"11049","Tripogandra diuretica",0
"11050","Tripogandra serrulata",0
"11051","Aniseia cernua",0
"11052","Bonamia ferruginea",0
"11053","Bonamia kuhlmannii",0
"11054","Bonamia maripoides",0
"11055","Bonamia peruviana",0
"11056","Calycobolus glaber",0
"11057","Calycobolus lanulosus",0
"11058","Calycobolus sericeus",0
"11059","Cuscuta platyloba",0
"11060","Dicranostyles ampla",0
"11061","Dicranostyles densa",0
"11062","Dicranostyles falconiana",0
"11063","Dicranostyles globostigma",0
"11064","Dicranostyles holostyla",0
"11065","Dicranostyles integra",0
"11066","Dicranostyles laxa",0
"11067","Dicranostyles longifolia",0
"11068","Dicranostyles scandens",0
"11069","Dicranostyles sericea",0
"11070","Dicranostyles solimoesensis",0
"11071","Dicranostyles villosus",0
"11072","Evolvulus alopecuroides",0
"11073","Evolvulus filipes",0
"11074","Evolvulus glomeratus",0
"11075","Evolvulus lithospermoides",0
"11076","Evolvulus ovatus",0
"11077","Evolvulus phyllanthoides",0
"11078","Evolvulus sericeus",0
"11079","Evolvulus tenuis",0
"11080","Ipomoea asplundii",0
"11081","Ipomoea batatoides",0
"11082","Ipomoea bignonioides",0
"11083","Ipomoea blanchetii",0
"11084","Ipomoea cairica",0
"11085","Ipomoea cuneifolia",0
"11086","Ipomoea decora",0
"11087","Ipomoea fimbriosepala",0
"11088","Ipomoea goyazensis",0
"11089","Ipomoea imperati",0
"11090","Ipomoea leprieurii",0
"11091","Ipomoea minutiflora",0
"11092","Ipomoea opulifolia",0
"11093","Ipomoea philomega",0
"11094","Ipomoea piresii",0
"11095","Ipomoea piurensis",0
"11096","Ipomoea ramosissima",0
"11097","Ipomoea regnellii",0
"11098","Ipomoea reticulata",0
"11099","Ipomoea saopaulista",0
"11100","Ipomoea spruceana",0
"11101","Ipomoea subrevoluta",0
"11102","Ipomoea tiliacea",0
"11103","Ipomoea tubata",0
"11104","Iseia luxurians",0
"11105","Jacquemontia blanchetii",0
"11106","Jacquemontia evolvuloides",0
"11107","Jacquemontia guyanensis",0
"11108","Jacquemontia martii",0
"11109","Jacquemontia pentanthos",0
"11110","Jacquemontia sphaerostigma",0
"11111","Jacquemontia spiciflora",0
"11112","Lysiostyles scandens",0
"11113","Maripa axilliflora",0
"11114","Maripa densiflora",0
"11115","Maripa elongata",0
"11116","Maripa glabra",0
"11117","Maripa janusiana",0
"11118","Maripa longifolia",0
"11119","Maripa paniculata",0
"11120","Maripa pauciflora",0
"11121","Maripa peruviana",0
"11122","Maripa reticulata",0
"11123","Maripa scandens",0
"11124","Maripa violacea",0
"11125","Merremia aturensis",0
"11126","Merremia cissoides",0
"11127","Merremia macrocalyx",0
"11128","Merremia umbellata",0
"11129","Merremia wurdackii",0
"11130","Odonellia hirtiflora",0
"11131","Operculina hamiltonii",0
"11132","Operculina macrocarpa",0
"11133","Operculina sericantha",0
"11134","Tetralocularia pennellii",0
"11135","Turbina amazonica",0
"11136","Turbina corymbosa",0
"11137","Cayaponia angustiloba",0
"11138","Cayaponia botryocarpa",0
"11139","Cayaponia capitata",0
"11140","Cayaponia caulobotrys",0
"11141","Cayaponia citrullifolia",0
"11142","Cayaponia coriacea",0
"11143","Cayaponia cruegeri",0
"11144","Cayaponia duckei",0
"11145","Cayaponia ferruginea",0
"11146","Cayaponia granatensis",0
"11147","Cayaponia jenmanii",0
"11148","Cayaponia macrocalyx",0
"11149","Cayaponia ophthalmica",0
"11150","Cayaponia oppositifolia",0
"11151","Cayaponia peruviana",0
"11152","Cayaponia podantha",0
"11153","Cayaponia rigida",0
"11154","Cayaponia selysioides",0
"11155","Cayaponia tayuya",0
"11156","Cayaponia triangularis",0
"11157","Cayaponia tubulosa",0
"11158","Cyclanthera carthagenensis",0
"11159","Fevillea cordifolia",0
"11160","Fevillea pedatifolia",0
"11161","Gurania acuminata",0
"11162","Gurania bignoniacea",0
"11163","Gurania brevipedunculata",0
"11164","Gurania crinita",0
"11165","Gurania eriantha",0
"11166","Gurania huberi",0
"11167","Gurania huebneri",0
"11168","Gurania insolita",0
"11169","Gurania lignosa",0
"11170","Gurania lobata",0
"11171","Gurania longipetala",0
"11172","Gurania malacophylla",0
"11173","Gurania multiflora",0
"11174","Gurania rhizantha",0
"11175","Gurania sinuata",0
"11176","Gurania speciosa",0
"11177","Gurania spruceana",0
"11178","Gurania subumbellata",0
"11179","Gurania ulei",0
"11180","Gurania velutina",0
"11181","Gurania villosa",0
"11182","Helmontia cardiophylla",0
"11183","Helmontia leptantha",0
"11184","Helmontia paraensis",0
"11185","Melothria candolleana",0
"11186","Melothria dulcis",0
"11187","Melothria pendula",0
"11188","Melothria trilobata",0
"11189","Melothria warmingii",0
"11190","Psiguria ternata",0
"11191","Psiguria triphylla",0
"11192","Psiguria umbrosa",0
"11193","Pteropepon deltoideus",0
"11194","Selysia prunifera",0
"11195","Sicydium diffusum",0
"11196","Siolmatra brasiliensis",0
"11197","Siolmatra pentaphylla",0
"11198","Asplundia alata",0
"11199","Asplundia brachyphylla",0
"11200","Asplundia brasiliensis",0
"11201","Asplundia cabrerae",0
"11202","Asplundia cuspidata",0
"11203","Asplundia cymbispatha",0
"11204","Asplundia divergens",0
"11205","Asplundia ecuadoriensis",0
"11206","Asplundia fanshawei",0
"11207","Asplundia flavovaginata",0
"11208","Asplundia gamotepala",0
"11209","Asplundia glandulosa",0
"11210","Asplundia guianensis",0
"11211","Asplundia helicotricha",0
"11212","Asplundia heteranthera",0
"11213","Asplundia krukoffii",0
"11214","Asplundia latifolia",0
"11215","Asplundia latifrons",0
"11216","Asplundia longicrura",0
"11217","Asplundia luetzelburgii",0
"11218","Asplundia moritziana",0
"11219","Asplundia peruviana",0
"11220","Asplundia ponderosa",0
"11221","Asplundia schizotepala",0
"11222","Asplundia ulei",0
"11223","Asplundia vagans",0
"11224","Asplundia vaupesiana",0
"11225","Asplundia venezuelensis",0
"11226","Asplundia xiphophylla",0
"11227","Carludovica palmata",1
"11228","Cyclanthus bipartitus",1
"11229","Cyclanthus indivisus",0
"11230","Dianthoveus cremnophilus",0
"11231","Dicranopygium amazonicum",0
"11232","Dicranopygium angustissimum",0
"11233","Dicranopygium bolivarense",0
"11234","Dicranopygium campii",0
"11235","Dicranopygium coma-pyrrhae",0
"11236","Dicranopygium euryphyllum",0
"11237","Dicranopygium imeriense",0
"11238","Dicranopygium lugonis",0
"11239","Dicranopygium pachystemon",0
"11240","Dicranopygium pygmaeum",0
"11241","Dicranopygium rheithrophilum",0
"11242","Dicranopygium schultesii",0
"11243","Dicranopygium stenophyllum",0
"11244","Dicranopygium williamsii",0
"11245","Dicranopygium yacu-sisa",0
"11246","Evodianthus funifer",1
"11247","Ludovia integrifolia",0
"11248","Ludovia lancifolia",1
"11249","Schultesiophytum chorianthum",0
"11250","Sphaeradenia amazonica",0
"11251","Stelestylis surinamensis",0
"11252","Thoracocarpus bissectus",1
"11253","Abildgaardia ovata",0
"11254","Becquerelia cymosa",0
"11255","Becquerelia merkeliana",0
"11256","Bisboeckelera irrigua",0
"11257","Bisboeckelera longifolia",0
"11258","Bulbostylis capillaris",0
"11259","Bulbostylis circinata",0
"11260","Bulbostylis conifera",0
"11261","Bulbostylis consanguinea",0
"11262","Bulbostylis fasciculata",0
"11263","Bulbostylis graminifolia",0
"11264","Bulbostylis junciformis",0
"11265","Bulbostylis lanata",0
"11266","Bulbostylis scabra",0
"11267","Bulbostylis schomburgkiana",0
"11268","Bulbostylis tenella",0
"11269","Bulbostylis tenuifolia",0
"11270","Bulbostylis truncata",0
"11271","Bulbostylis vestita",0
"11272","Calyptrocarya bicolor",0
"11273","Calyptrocarya glomerulata",0
"11274","Calyptrocarya monocephala",0
"11275","Cladium costatum",0
"11276","Cyperus affinis",0
"11277","Cyperus aggregatus",0
"11278","Cyperus articulatus",3
"11279","Cyperus camphoratus",0
"11280","Cyperus chalaranthus",0
"11281","Cyperus conservator-davidii",0
"11282","Cyperus cuspidatus",0
"11283","Cyperus dichromeniformis",0
"11284","Cyperus digitatus",0
"11285","Cyperus exaltatus",0
"11286","Cyperus filifolius",0
"11287","Cyperus gayi",0
"11288","Cyperus giganteus",1
"11289","Cyperus grandisimplex",0
"11290","Cyperus guianensis",0
"11291","Cyperus haspan",0
"11292","Cyperus hermaphroditus",0
"11293","Cyperus kappleri",0
"11294","Cyperus lacustris",0
"11295","Cyperus laxus",0
"11296","Cyperus ligularis",0
"11297","Cyperus luzulae",0
"11298","Cyperus meyenianus",0
"11299","Cyperus miliifolius",0
"11300","Cyperus mutisii",0
"11301","Cyperus odoratus",1
"11302","Cyperus prolixus",0
"11303","Cyperus rotundus",0
"11304","Cyperus simplex",0
"11305","Cyperus spicigerus",0
"11306","Cyperus squarrosus",0
"11307","Cyperus surinamensis",0
"11308","Cyperus tenuispica",0
"11309","Diplacrum capitatum",0
"11310","Diplacrum guianense",0
"11311","Diplasia karatifolia",0
"11312","Eleocharis acutangula",0
"11313","Eleocharis alveolatoides",0
"11314","Eleocharis amazonica",0
"11315","Eleocharis braunii",0
"11316","Eleocharis chamaegyne",0
"11317","Eleocharis fluctuans",0
"11318","Eleocharis geniculata",0
"11319","Eleocharis glauca",0
"11320","Eleocharis haumaniana",0
"11321","Eleocharis interstincta",2
"11322","Eleocharis maculosa",0
"11323","Eleocharis nana",0
"11324","Eleocharis nigrescens",0
"11325","Eleocharis pachystyla",0
"11326","Eleocharis plicarhachis",0
"11327","Eleocharis subfoliata",0
"11328","Eleocharis tenuiculmis",0
"11329","Exochogyne amazonica",0
"11330","Fimbristylis aestivalis",0
"11331","Fimbristylis aspera",0
"11332","Fimbristylis autumnalis",0
"11333","Fimbristylis complanata",0
"11334","Fimbristylis cymosa",0
"11335","Fimbristylis dichotoma",1
"11336","Fimbristylis dipsacea",0
"11337","Fimbristylis miliacea",0
"11338","Fimbristylis spadicea",0
"11339","Fimbristylis vahlii",0
"11340","Fuirena incompleta",0
"11341","Fuirena simplex",0
"11342","Fuirena umbellata",0
"11343","Hypolytrum amplum",0
"11344","Hypolytrum jenmanii",0
"11345","Hypolytrum laxum",0
"11346","Hypolytrum leptocalamum",1
"11347","Hypolytrum longifolium",0
"11348","Hypolytrum nicaraguense",0
"11349","Hypolytrum nudum",0
"11350","Hypolytrum paraense",1
"11351","Hypolytrum pulchrum",0
"11352","Hypolytrum rubescens",0
"11353","Hypolytrum schraderianum",0
"11354","Hypolytrum sphaerostachyum",0
"11355","Hypolytrum spongiosum",0
"11356","Hypolytrum stemonifolium",0
"11357","Hypolytrum strictum",0
"11358","Hypolytrum supervacuum",0
"11359","Hypolytrum sylvaticum",0
"11360","Kyllinga pumila",0
"11361","Kyllinga vaginata",0
"11362","Lagenocarpus glomerulatus",0
"11363","Lagenocarpus guianensis",0
"11364","Lagenocarpus sabanensis",0
"11365","Lipocarpha micrantha",0
"11366","Lipocarpha salzmanniana",0
"11367","Mapania effusa",0
"11368","Mapania macrophylla",0
"11369","Mapania maguireana",0
"11370","Mapania pycnocephala",0
"11371","Mapania pycnostachya",0
"11372","Mapania sylvatica",0
"11373","Oxycaryum cubense",0
"11374","Pleurostachys puberula",0
"11375","Pleurostachys scaposa",0
"11376","Pleurostachys sparsiflora",0
"11377","Pycreus polystachyos",0
"11378","Rhynchospora acanthoma",0
"11379","Rhynchospora albida",0
"11380","Rhynchospora albomarginata",0
"11381","Rhynchospora amazonica",0
"11382","Rhynchospora barbata",0
"11383","Rhynchospora capitata",0
"11384","Rhynchospora cariciformis",0
"11385","Rhynchospora ciliata",0
"11386","Rhynchospora comata",0
"11387","Rhynchospora corymbosa",0
"11388","Rhynchospora divaricata",0
"11389","Rhynchospora duckei",0
"11390","Rhynchospora eburnea",0
"11391","Rhynchospora eximia",0
"11392","Rhynchospora gigantea",0
"11393","Rhynchospora globosa",0
"11394","Rhynchospora hirsuta",0
"11395","Rhynchospora hirta",0
"11396","Rhynchospora holoschoenoides",0
"11397","Rhynchospora immensa",0
"11398","Rhynchospora kuntzei",0
"11399","Rhynchospora longibracteata",0
"11400","Rhynchospora longigluma",0
"11401","Rhynchospora marisculus",0
"11402","Rhynchospora nervosa",0
"11403","Rhynchospora paraensis",0
"11404","Rhynchospora pedersenii",0
"11405","Rhynchospora polyphylla",0
"11406","Rhynchospora radicans",0
"11407","Rhynchospora reptans",0
"11408","Rhynchospora rigidifolia",0
"11409","Rhynchospora robusta",0
"11410","Rhynchospora rugosa",0
"11411","Rhynchospora schomburgkiana",0
"11412","Rhynchospora scutellata",0
"11413","Rhynchospora subplumosa",0
"11414","Rhynchospora trichophora",0
"11415","Rhynchospora umbraticola",0
"11416","Scleria bracteata",0
"11417","Scleria comosa",0
"11418","Scleria cyperina",0
"11419","Scleria eggersiana",0
"11420","Scleria flagellum-nigrorum",0
"11421","Scleria gaertneri",0
"11422","Scleria hirtella",0
"11423","Scleria huberi",0
"11424","Scleria lacustris",0
"11425","Scleria latifolia",0
"11426","Scleria lithosperma",0
"11427","Scleria longigluma",0
"11428","Scleria macrogyne",0
"11429","Scleria macrophylla",0
"11430","Scleria martii",0
"11431","Scleria microcarpa",0
"11432","Scleria neogranatensis",0
"11433","Scleria poeppigii",0
"11434","Scleria pusilla",0
"11435","Scleria ramosa",0
"11436","Scleria reticularis",0
"11437","Scleria retroserrata",0
"11438","Scleria robusta",0
"11439","Scleria scabra",0
"11440","Scleria scandens",0
"11441","Scleria secans",0
"11442","Scleria sprucei",0
"11443","Scleria stipularis",0
"11444","Scleria tenacissima",0
"11445","Scleria tenella",0
"11446","Scleria triquetra",0
"11447","Scleria valdemuricata",0
"11448","Scleria verticillata",0
"11449","Trilepis lhotzkiana",0
"11450","Uncinia hamata",0
"11451","Cyrilla antillana",0
"11452","Cyrilla racemiflora",1
"11453","Curatella americana",8
"11454","Davilla alata",0
"11455","Davilla cearensis",0
"11456","Davilla cuspidulata",0
"11457","Davilla lanosa",0
"11458","Davilla neei",0
"11459","Davilla nitida",0
"11460","Davilla pedicellaris",0
"11461","Davilla rugosa",2
"11462","Davilla strigosa",0
"11463","Doliocarpus amazonicus",0
"11464","Doliocarpus aracaensis",0
"11465","Doliocarpus areolatus",0
"11466","Doliocarpus aureobaccus",0
"11467","Doliocarpus brevipedicellatus",0
"11468","Doliocarpus dasyanthus",0
"11469","Doliocarpus dentatus",0
"11470","Doliocarpus gentryi",0
"11471","Doliocarpus gracilis",0
"11472","Doliocarpus guianensis",0
"11473","Doliocarpus hispidobaccatus",0
"11474","Doliocarpus hispidus",0
"11475","Doliocarpus macrocarpus",0
"11476","Doliocarpus magnificus",0
"11477","Doliocarpus major",0
"11478","Doliocarpus novogranatensis",0
"11479","Doliocarpus paraensis",0
"11480","Doliocarpus prancei",0
"11481","Doliocarpus pruskii",0
"11482","Doliocarpus savannarum",0
"11483","Doliocarpus spraguei",0
"11484","Doliocarpus verruculosus",0
"11485","Neodillenia peruviana",0
"11486","Pinzona coriacea",0
"11487","Tetracera amazonica",0
"11488","Tetracera asperula",0
"11489","Tetracera costata",0
"11490","Tetracera parviflora",0
"11491","Tetracera surinamensis",0
"11492","Tetracera tigarea",0
"11493","Tetracera volubilis",0
"11494","Tetracera willdenowiana",0
"11495","Dioscorea acanthogene",0
"11496","Dioscorea altissima",0
"11497","Dioscorea amaranthoides",0
"11498","Dioscorea amazonum",0
"11499","Dioscorea crotalariifolia",0
"11500","Dioscorea glandulosa",0
"11501","Dioscorea grandiflora",0
"11502","Dioscorea huberi",0
"11503","Dioscorea lacerdaei",0
"11504","Dioscorea laxiflora",0
"11505","Dioscorea marginata",0
"11506","Dioscorea megacarpa",0
"11507","Dioscorea melastomatifolia",0
"11508","Dioscorea multiflora",0
"11509","Dioscorea pilosiuscula",0
"11510","Dioscorea piperifolia",0
"11511","Dioscorea poeppigii",0
"11512","Dioscorea stegelmanniana",0
"11513","Dioscorea traillii",0
"11514","Dioscorea trifida",2
"11515","Dioscorea trifoliata",0
"11516","Dioscorea wittiana",0
"11517","Tacca lanceolata",0
"11518","Tacca parkeri",0
"11519","Perrottetia distichophylla",0
"11520","Perrottetia sessiliflora",0
"11521","Pakaraimaea dipterocarpacea",0
"11522","Pseudomonotes tropenbosii",0
"11523","Diospyros akaraiensis",0
"11524","Diospyros artanthifolia",0
"11525","Diospyros arupaj",0
"11526","Diospyros bullata",0
"11527","Diospyros cachimboensis",0
"11528","Diospyros capreifolia",0
"11529","Diospyros carbonaria",0
"11530","Diospyros cauligera",0
"11531","Diospyros cavalcantei",0
"11532","Diospyros cayennensis",0
"11533","Diospyros dalyom",0
"11534","Diospyros dichroa",0
"11535","Diospyros dolmen",0
"11536","Diospyros egleri",0
"11537","Diospyros ekodul",0
"11538","Diospyros gallo",0
"11539","Diospyros glomerata",0
"11540","Diospyros guatterioides",0
"11541","Diospyros guianensis",2
"11542","Diospyros inconstans",0
"11543","Diospyros juruensis",0
"11544","Diospyros kanizur",0
"11545","Diospyros kondor",0
"11546","Diospyros krukovii",0
"11547","Diospyros landii",0
"11548","Diospyros lissocarpoides",0
"11549","Diospyros longifolia",0
"11550","Diospyros longistyla",0
"11551","Diospyros manausensis",0
"11552","Diospyros manu",0
"11553","Diospyros martinii",0
"11554","Diospyros matheriana",0
"11555","Diospyros micrantha",0
"11556","Diospyros miltonii",0
"11557","Diospyros myrmecocarpa",0
"11558","Diospyros nanay",0
"11559","Diospyros nur",0
"11560","Diospyros ottohuberi",0
"11561","Diospyros panguana",0
"11562","Diospyros piresii",0
"11563","Diospyros poeppigiana",0
"11564","Diospyros pseudoxylopia",0
"11565","Diospyros ropourea",0
"11566","Diospyros rotok",0
"11567","Diospyros santaremnensis",0
"11568","Diospyros sericea",0
"11569","Diospyros tarim",0
"11570","Diospyros tessmannii",0
"11571","Diospyros tetrandra",0
"11572","Diospyros trombetensis",0
"11573","Diospyros uaupensis",0
"11574","Diospyros urep",0
"11575","Diospyros vestita",0
"11576","Diospyros yomomo",0
"11577","Lissocarpa benthamii",0
"11578","Lissocarpa guianensis",0
"11579","Lissocarpa jensonii",0
"11580","Lissocarpa kating",0
"11581","Lissocarpa stenocarpa",0
"11582","Lissocarpa tetramera",0
"11583","Lissocarpa uyat",0
"11584","Agarista duckei",0
"11585","Gaylussacia amazonica",0
"11586","Orthaea apophysata",0
"11587","Psammisia coarctata",0
"11588","Psammisia guianensis",0
"11589","Psammisia penduliflora",0
"11590","Satyria cerander",0
"11591","Satyria panurensis",0
"11592","Thibaudia formosa",0
"11593","Vaccinium puberulum",0
"11594","Erythroxylum acuminatum",0
"11595","Erythroxylum amazonicum",0
"11596","Erythroxylum amplum",0
"11597","Erythroxylum anguifugum",0
"11598","Erythroxylum ayrtonianum",0
"11599","Erythroxylum barbatum",0
"11600","Erythroxylum campinense",0
"11601","Erythroxylum cataractarum",0
"11602","Erythroxylum citrifolium",0
"11603","Erythroxylum deciduum",0
"11604","Erythroxylum foetidum",0
"11605","Erythroxylum gracilipes",0
"11606","Erythroxylum guanchezii",0
"11607","Erythroxylum havanense",0
"11608","Erythroxylum kapplerianum",0
"11609","Erythroxylum leptoneurum",0
"11610","Erythroxylum ligustrinum",0
"11611","Erythroxylum lindemanii",0
"11612","Erythroxylum lineolatum",0
"11613","Erythroxylum loretense",0
"11614","Erythroxylum macrophyllum",0
"11615","Erythroxylum mucronatum",0
"11616","Erythroxylum orinocense",0
"11617","Erythroxylum patens",0
"11618","Erythroxylum pruinosum",0
"11619","Erythroxylum roraimae",0
"11620","Erythroxylum rufum",0
"11621","Erythroxylum ruizii",0
"11622","Erythroxylum ruryi",0
"11623","Erythroxylum schomburgkii",0
"11624","Erythroxylum schunkei",0
"11625","Erythroxylum shatona",0
"11626","Erythroxylum spruceanum",0
"11627","Erythroxylum squamatum",0
"11628","Erythroxylum subracemosum",0
"11629","Erythroxylum timothei",0
"11630","Erythroxylum tucuruiense",0
"11631","Erythroxylum ulei",0
"11632","Erythroxylum vasquezii",0
"11633","Erythroxylum vernicosum",0
"11634","Erythroxylum williamsii",0
"11635","Euphronia acuminatissima",0
"11636","Euphronia guianensis",0
"11637","Euphronia hirtelloides",0
"11638","Mostuea surinamensis",0
"11639","Adenolisianthus arboreus",0
"11640","Aripuana cullmaniorum",0
"11641","Celiantha bella",0
"11642","Chelonanthus acutangulus",0
"11643","Chelonanthus alatus",0
"11644","Chelonanthus albus",0
"11645","Chelonanthus angustifolius",0
"11646","Chelonanthus fistulosus",0
"11647","Chelonanthus grandiflorus",0
"11648","Chelonanthus purpurascens",0
"11649","Chelonanthus viridiflorus",0
"11650","Coutoubea minor",0
"11651","Coutoubea reflexa",0
"11652","Coutoubea spicata",0
"11653","Curtia obtusifolia",0
"11654","Curtia quadrifolia",0
"11655","Curtia tenella",0
"11656","Curtia tenuifolia",0
"11657","Irlbachia nemorosa",0
"11658","Irlbachia poeppigii",0
"11659","Irlbachia pratensis",0
"11660","Irlbachia pumila",0
"11661","Macrocarpaea piresii",0
"11662","Neurotheca loeselioides",0
"11663","Potalia amara",1
"11664","Potalia coronata",0
"11665","Potalia elegans",0
"11666","Potalia maguireorum",0
"11667","Potalia resinifera",1
"11668","Potalia yanamonoensis",0
"11669","Roraimaea aurantiaca",0
"11670","Schultesia benthamiana",0
"11671","Schultesia heterophylla",0
"11672","Schultesia pohliana",0
"11673","Symbolanthus argyreus",0
"11674","Symbolanthus elisabethae",0
"11675","Tachia grandiflora",3
"11676","Tachia grandifolia",0
"11677","Tachia lancisepala",0
"11678","Tachia occidentalis",0
"11679","Tachia orientalis",0
"11680","Tachia siwertii",0
"11681","Tachia smithii",0
"11682","Tapeinostemon longiflorum",0
"11683","Tapeinostemon sessiliflorum",0
"11684","Tapeinostemon spenneroides",0
"11685","Tetrapollinia caerulescens",0
"11686","Voyria acuminata",0
"11687","Voyria aurantiaca",0
"11688","Voyria caerulea",1
"11689","Voyria chionea",0
"11690","Voyria clavata",0
"11691","Voyria corymbosa",0
"11692","Voyria flavescens",0
"11693","Voyria pittieri",0
"11694","Voyria spruceana",1
"11695","Voyria tenella",1
"11696","Voyriella parviflora",1
"11697","Besleria aggregata",0
"11698","Besleria flavo-virens",0
"11699","Besleria gibbosa",0
"11700","Besleria iara",1
"11701","Besleria insolita",0
"11702","Besleria laxiflora",0
"11703","Besleria mucronata",0
"11704","Besleria parviflora",0
"11705","Besleria pauciflora",0
"11706","Besleria penduliflora",0
"11707","Besleria sprucei",0
"11708","Besleria trichiata",0
"11709","Chrysothemis kuhlmannii",0
"11710","Chrysothemis rupestris",0
"11711","Chrysothemis semiclausa",0
"11712","Codonanthopsis calcarata",0
"11713","Codonanthopsis crassifolia",0
"11714","Codonanthopsis dissimulata",0
"11715","Codonanthopsis uleana",0
"11716","Codonanthopsis ulei",0
"11717","Columnea calotricha",0
"11718","Columnea guianensis",0
"11719","Columnea oerstediana",0
"11720","Columnea sanguinea",0
"11721","Corytoplectus congestus",0
"11722","Diastema racemiferum",0
"11723","Drymonia anisophylla",0
"11724","Drymonia antherocycla",0
"11725","Drymonia candida",0
"11726","Drymonia coccinea",0
"11727","Drymonia doratostyla",0
"11728","Drymonia macrophylla",0
"11729","Drymonia pendula",0
"11730","Drymonia semicordata",0
"11731","Drymonia serrulata",0
"11732","Episcia fimbriata",0
"11733","Episcia reptans",0
"11734","Episcia sphalera",0
"11735","Gloxinia erinoides",0
"11736","Gloxinia perennis",0
"11737","Lesia savannarum",1
"11738","Monopyle reflexa",0
"11739","Napeanthus jelskii",0
"11740","Napeanthus macrostoma",0
"11741","Nautilocalyx bracteatus",0
"11742","Nautilocalyx bullatus",0
"11743","Nautilocalyx cordatus",0
"11744","Nautilocalyx decumbens",0
"11745","Nautilocalyx erytranthus",1
"11746","Nautilocalyx forgetii",0
"11747","Nautilocalyx hirsutus",0
"11748","Nautilocalyx hirtiflorus",0
"11749","Nautilocalyx kohlerioides",0
"11750","Nautilocalyx lynchii",0
"11751","Nautilocalyx mimuloides",0
"11752","Nautilocalyx mulfordii",0
"11753","Nautilocalyx pallidus",0
"11754","Nautilocalyx pictus",0
"11755","Nautilocalyx villosus",0
"11756","Paradrymonia ciliosa",0
"11757","Peltanthera floribunda",0
"11758","Sanango racemosum",0
"11759","Tylopsacas cuneatum",0
"11760","Gnetum leyboldii",0
"11761","Gnetum nodiflorum",0
"11762","Gnetum paniculatum",0
"11763","Gnetum schwackeanum",0
"11764","Gnetum urens",0
"11765","Gnetum venosum",0
"11766","Goupia glabra",16
"11767","Schiekia orinocensis",0
