family,species,life.form,tree.10cm.DBH,Brazil,Peru,Ecuador,Bolivia,Colombia,French.Guiana,Guyana,Surinam,Venezuela,Guiana.Shield.summarised,group,genus,fullname,checked.by.specialists,notes
Rubiaceae,Margaritopsis albert-smithii,shrub,no,no,yes,yes,yes,yes,no,no,no,no,no,Angiosperm,Margaritopsis,Margaritopsis albert-smithii (Standl.) C.M.Taylor,yes,revised.by.C.M.Taylor
Rubiaceae,Margaritopsis astrellantha,shrub,no,yes,no,yes,no,no,yes,yes,yes,yes,yes,Angiosperm,Margaritopsis,Margaritopsis astrellantha (Wernham) L.Andersson,yes,revised.by.C.M.Taylor
Rubiaceae,Margaritopsis boliviana,shrub,no,yes,yes,yes,yes,yes,no,no,no,yes,yes,Angiosperm,Margaritopsis,Margaritopsis boliviana (Standl.) C.M.Taylor,yes,revised.by.C.M.Taylor
Rubiaceae,Margaritopsis cephalantha,shrub,no,yes,yes,no,yes,yes,yes,yes,no,no,yes,Angiosperm,Margaritopsis,Margaritopsis cephalantha (Müll.Arg.) C.M.Taylor,yes,revised.by.C.M.Taylor
Rubiaceae,Margaritopsis deinocalyx,"shrub, subshrub",no,yes,no,no,no,no,yes,yes,yes,yes,yes,Angiosperm,Margaritopsis,Margaritopsis deinocalyx (Sandwith) C.M.Taylor,yes,revised.by.C.M.Taylor
Rubiaceae,Margaritopsis guianensis,shrub,no,yes,no,no,no,no,yes,no,no,no,yes,Angiosperm,Margaritopsis,Margaritopsis guianensis (Bremek.) C.M.Taylor,yes,revised.by.C.M.Taylor
Rubiaceae,Margaritopsis huallagae,shrub,no,yes,yes,yes,yes,no,no,no,no,no,no,Angiosperm,Margaritopsis,Margaritopsis huallagae (Standl.) C.M.Taylor,yes,revised.by.C.M.Taylor
Rubiaceae,Margaritopsis inconspicua,"shrub, subshrub",no,yes,yes,no,yes,yes,no,no,no,no,no,Angiosperm,Margaritopsis,Margaritopsis inconspicua C.M.Taylor,yes,revised.by.C.M.Taylor
Rubiaceae,Margaritopsis kappleri,shrub,no,yes,no,no,no,yes,yes,yes,yes,yes,yes,Angiosperm,Margaritopsis,Margaritopsis kappleri (Miq.) C.M.Taylor,yes,revised.by.C.M.Taylor
Rubiaceae,Margaritopsis nana,"shrub, subshrub",no,yes,yes,yes,no,yes,no,no,no,yes,yes,Angiosperm,Margaritopsis,Margaritopsis nana (K.Krause) C.M.Taylor,yes,revised.by.C.M.Taylor
Rubiaceae,Margaritopsis pallidinervia,shrub,no,no,no,no,no,no,no,no,no,yes,yes,Angiosperm,Margaritopsis,Margaritopsis pallidinervia (Steyerm.) C.M.Taylor,yes,revised.by.C.M.Taylor
Rubiaceae,Margaritopsis paupertina,shrub,no,no,no,no,no,no,no,no,no,yes,yes,Angiosperm,Margaritopsis,Margaritopsis paupertina (Standl. & Steyerm.) C.M.Taylor,yes,revised.by.C.M.Taylor
Rubiaceae,Margaritopsis podocephala,shrub,no,yes,yes,no,no,yes,yes,yes,yes,yes,yes,Angiosperm,Margaritopsis,Margaritopsis podocephala (Müll.Arg.) C.M.Taylor,yes,revised.by.C.M.Taylor
Rubiaceae,Merumea coccocypseloides,herb,no,no,no,no,no,no,no,no,no,yes,yes,Angiosperm,Merumea,Merumea coccocypseloides Steyerm.,yes,revised.by.C.M.Taylor
Rubiaceae,Merumea plicata,herb,no,no,no,no,no,no,no,yes,no,no,yes,Angiosperm,Merumea,Merumea plicata Steyerm.,yes,revised.by.C.M.Taylor
Rubiaceae,Mitracarpus frigidus,subshrub,no,yes,no,no,no,no,yes,yes,no,no,yes,Angiosperm,Mitracarpus,Mitracarpus frigidus (Willd. ex Roem. & Schult.) K.Schum.,yes,revised.by.C.M.Taylor
Rubiaceae,Mitracarpus froesii,subshrub,no,yes,no,no,no,no,no,no,no,no,no,Angiosperm,Mitracarpus,Mitracarpus froesii (Sucre) E.L.Cabral & E.B.Souza,yes,revised.by.C.M.Taylor
Rubiaceae,Mitracarpus hirtus,herb,no,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,Angiosperm,Mitracarpus,Mitracarpus hirtus (L.) DC.,yes,revised.by.C.M.Taylor
Rubiaceae,Mitracarpus microspermus,herb,no,yes,no,no,no,no,no,no,no,no,no,Angiosperm,Mitracarpus,Mitracarpus microspermus K.Schum.,yes,revised.by.C.M.Taylor
Rubiaceae,Mitracarpus polygonifolius,"shrub, subshrub",no,yes,no,no,no,no,no,no,no,no,no,Angiosperm,Mitracarpus,Mitracarpus polygonifolius (A. St.-Hil.) R.M. Salas & E.B. Souza,yes,revised.by.C.M.Taylor
Rubiaceae,Mitracarpus strigosus,"herb, subshrub",no,yes,no,no,no,no,no,no,no,no,no,Angiosperm,Mitracarpus,"Mitracarpus strigosus (Thunb.) P.L.R.Moraes, De Smedt. & Hjertson",yes,revised.by.C.M.Taylor
Rubiaceae,Neobertiera glomerata,shrub,no,no,no,no,no,no,yes,no,no,no,yes,Angiosperm,Neobertiera,Neobertiera glomerata Delprete,yes,revised.by.C.M.Taylor
Rubiaceae,Neobertiera gracilis,shrub,no,no,no,no,no,no,no,yes,no,no,yes,Angiosperm,Neobertia,Neobertiera gracilis Wernham,yes,revised.by.C.M.Taylor
Rubiaceae,Neobertiera micrantha,shrub,no,no,no,no,no,no,yes,no,no,no,yes,Angiosperm,Neobertia,Neobertiera micrantha Delprete,yes,revised.by.C.M.Taylor
Rubiaceae,Neobertiera pakaraimensis,shrub,no,no,no,no,no,no,no,yes,no,no,yes,Angiosperm,Neobertiera,Neobertiera pakaraimensis Delprete,yes,revised.by.C.M.Taylor
Rubiaceae,Notopleura acuta,subshrub,no,no,yes,yes,no,yes,no,no,no,no,no,Angiosperm,Notopleura,Notopleura acuta C.M.Taylor,yes,revised.by.C.M.Taylor
Rubiaceae,Notopleura aequatoriana,subshrub,no,no,no,yes,no,yes,no,no,no,no,no,Angiosperm,Notopleura,Notopleura aequatoriana C.M.Taylor,yes,revised.by.C.M.Taylor
Rubiaceae,Notopleura aligera,epiphyte,no,no,no,no,no,no,no,yes,no,yes,yes,Angiosperm,Notopleura,Notopleura aligera (Steyerm.) C.M.Taylor,yes,revised.by.C.M.Taylor
Rubiaceae,Notopleura anomothyrsa,subshrub,no,no,yes,yes,no,no,no,no,no,no,no,Angiosperm,Notopleura,Notopleura anomothyrsa (K.Schum. & Donn.Sm.) C.M.Taylor,yes,revised.by.C.M.Taylor
Rubiaceae,Notopleura capacifolia,subshrub,no,no,yes,yes,no,no,no,no,no,no,no,Angiosperm,Notopleura,Notopleura capacifolia (Dwyer) C.M.Taylor,yes,revised.by.C.M.Taylor
Rubiaceae,Notopleura cincinalis,subshrub,no,no,yes,yes,no,no,no,no,no,no,no,Angiosperm,Notopleura,Notopleura cincinalis C.M.Taylor,yes,revised.by.C.M.Taylor
Rubiaceae,Notopleura congesta,subshrub,no,no,yes,yes,no,no,no,no,no,no,no,Angiosperm,Notopleura,Notopleura congesta C.M.Taylor,yes,revised.by.C.M.Taylor
Rubiaceae,Notopleura crassa,epiphyte,no,yes,no,no,no,no,no,yes,no,yes,yes,Angiosperm,Notopleura,Notopleura crassa (Benth.) C.M.Taylor,yes,revised.by.C.M.Taylor
Rubiaceae,Notopleura epiphytica,subshrub,no,no,no,yes,yes,no,no,no,no,no,no,Angiosperm,Notopleura,Notopleura epiphytica (K.Krause) C.M.Taylor,yes,revised.by.C.M.Taylor
Rubiaceae,Notopleura hurtadoi,subshrub,no,no,no,yes,no,no,no,no,no,no,no,Angiosperm,Notopleura,Notopleura hurtadoi C.M.Taylor,yes,revised.by.C.M.Taylor
Rubiaceae,Notopleura iridescens,subshrub,no,no,yes,yes,no,yes,no,no,no,no,no,Angiosperm,Notopleura,Notopleura iridescens C.M.Taylor,yes,revised.by.C.M.Taylor
Rubiaceae,Notopleura leucantha,subshrub,no,no,yes,yes,yes,no,no,no,no,no,no,Angiosperm,Notopleura,Notopleura leucantha (K.Krause) C.M.Taylor,yes,revised.by.C.M.Taylor
Rubiaceae,Notopleura macrophylla,subshrub,no,no,yes,yes,yes,no,no,no,no,no,no,Angiosperm,Notopleura,Notopleura macrophylla (Ruiz & Pav.) C.M.Taylor,yes,revised.by.C.M.Taylor
Rubiaceae,Notopleura microbracteata,subshrub,no,no,yes,yes,no,no,yes,no,no,no,yes,Angiosperm,Notopleura,Notopleura microbracteata (Steyerm.) C.M.Taylor,yes,revised.by.C.M.Taylor
Rubiaceae,Notopleura obtusa,subshrub,no,no,yes,yes,no,no,no,no,no,no,no,Angiosperm,Notopleura,Notopleura obtusa C.M.Taylor,yes,revised.by.C.M.Taylor
Rubiaceae,Notopleura parasiggersiana,subshrub,no,no,yes,yes,yes,yes,no,no,no,no,no,Angiosperm,Notopleura,Notopleura parasiggersiana C.M.Taylor,yes,revised.by.C.M.Taylor
Rubiaceae,Notopleura perpapillifera,epiphyte,no,no,no,no,no,no,no,yes,no,yes,yes,Angiosperm,Notopleura,Notopleura perpapillifera (Steyerm.) C.M.Taylor,yes,revised.by.C.M.Taylor
Rubiaceae,Notopleura plagiantha,subshrub,no,no,yes,yes,yes,yes,no,no,no,no,no,Angiosperm,Notopleura,Notopleura plagiantha (Standl.) C.M.Taylor,yes,revised.by.C.M.Taylor
Rubiaceae,Notopleura polyphlebia,subshrub,no,no,yes,yes,no,no,no,no,no,no,no,Angiosperm,Notopleura,Notopleura polyphlebia (Donn.Sm.) C.M.Taylor,yes,revised.by.C.M.Taylor
Rubiaceae,Notopleura scarlatina,subshrub,no,no,no,yes,no,no,no,no,no,no,no,Angiosperm,Notopleura,Notopleura scarlatina C.M.Taylor,yes,revised.by.C.M.Taylor
Rubiaceae,Notopleura tapajozensis,subshrub,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,Angiosperm,Notopleura,Notopleura tapajozensis (Standl.) Bremek.,yes,revised.by.C.M.Taylor
Rubiaceae,Notopleura thesceloantha,subshrub,no,no,no,yes,no,yes,no,no,no,yes,yes,Angiosperm,Notopleura,Notopleura thesceloantha (Steyerm.) C.M.Taylor,yes,revised.by.C.M.Taylor
Rubiaceae,Notopleura triaxillaris,subshrub,no,no,yes,yes,yes,no,no,no,no,no,no,Angiosperm,Notopleura,Notopleura triaxillaris C.M.Taylor,yes,revised.by.C.M.Taylor
Rubiaceae,Notopleura uliginosa,subshrub,no,yes,no,no,no,yes,yes,yes,no,yes,yes,Angiosperm,Notopleura,Notopleura uliginosa (Sw.) Bremek.,yes,revised.by.C.M.Taylor
Rubiaceae,Oldenlandia filicaulis,herb,no,yes,no,no,no,no,no,no,no,yes,yes,Angiosperm,Oldenlandia,Oldenlandia filicaulis K.Schum.,yes,revised.by.C.M.Taylor
Rubiaceae,Oldenlandia tenuis,herb,no,yes,no,no,no,no,no,no,no,yes,yes,Angiosperm,Oldenlandia,Oldenlandia tenuis K.Schum.,yes,revised.by.C.M.Taylor
Rubiaceae,Paederia brasiliensis,climber,no,yes,yes,no,yes,no,no,no,no,no,no,Angiosperm,Paederia,Paederia brasiliensis (Hook.f.) Puff,yes,revised.by.C.M.Taylor
Rubiaceae,Pagamea acrensis,shrub,no,yes,yes,no,no,no,no,no,no,no,no,Angiosperm,Pagamea,Pagamea acrensis Steyerm.,yes,revised.by.C.M.Taylor
Rubiaceae,Pagamea anisophylla,tree,yes,no,no,no,no,no,no,no,no,yes,yes,Angiosperm,Pagamea,Pagamea anisophylla Standl. & Steyerm.,yes,revised.by.C.M.Taylor
Rubiaceae,Pagamea aracaensis,shrub,no,yes,no,no,no,no,no,no,no,no,no,Angiosperm,Pagamea,Pagamea aracaensis Boom,yes,revised.by.C.M.Taylor
Rubiaceae,Pagamea capitata,shrub,no,yes,no,no,no,no,no,yes,yes,yes,yes,Angiosperm,Pagamea,Pagamea capitata Benth.,yes,revised.by.C.M.Taylor
Rubiaceae,Pagamea coriacea,"shrub, tree",yes,yes,yes,no,no,yes,yes,yes,no,yes,yes,Angiosperm,Pagamea,Pagamea coriacea Spruce ex Benth.,yes,revised.by.C.M.Taylor
Rubiaceae,Pagamea duckei,shrub,no,yes,no,no,no,no,no,no,no,no,no,Angiosperm,Pagamea,Pagamea duckei Standl.,yes,revised.by.C.M.Taylor
Rubiaceae,Pagamea guianensis,"shrub, tree",yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,Angiosperm,Pagamea,Pagamea guianensis Aubl.,yes,revised.by.C.M.Taylor
Rubiaceae,Pagamea hirsuta,"shrub, small tree",no,no,no,no,no,yes,no,no,no,yes,yes,Angiosperm,Pagamea,Pagamea hirsuta Spruce ex Benth.,yes,revised.by.C.M.Taylor
Rubiaceae,Pagamea macrophylla,shrub,no,yes,no,no,no,yes,no,no,no,no,no,Angiosperm,Pagamea,Pagamea macrophylla Spruce ex Benth.,yes,revised.by.C.M.Taylor
Rubiaceae,Pagamea montana,"shrub, small tree",no,yes,no,no,no,no,no,no,no,yes,yes,Angiosperm,Pagamea,Pagamea montana Gleason & Standl.,yes,revised.by.C.M.Taylor
Rubiaceae,Pagamea pilosa,shrub,no,yes,no,no,no,no,no,no,no,no,no,Angiosperm,Pagamea,Pagamea pilosa (Standl.) Steyerm.,yes,revised.by.C.M.Taylor
Rubiaceae,Pagamea plicata,"shrub, tree",yes,yes,yes,no,no,yes,no,no,no,yes,yes,Angiosperm,Pagamea,Pagamea plicata Spruce ex Benth.,yes,revised.by.C.M.Taylor
Rubiaceae,Pagamea plicatiformis,shrub,no,yes,no,no,no,no,no,no,no,yes,yes,Angiosperm,Pagamea,Pagamea plicatiformis Steyerm.,yes,revised.by.C.M.Taylor
Rubiaceae,Pagamea puberula,shrub,no,yes,no,no,no,no,no,no,no,no,no,Angiosperm,Pagamea,Pagamea puberula Steyerm.,yes,revised.by.C.M.Taylor
Rubiaceae,Pagamea sessiliflora,"shrub, tree",no,no,no,no,no,no,no,no,no,yes,yes,Angiosperm,Pagamea,Pagamea sessiliflora Spruce ex Benth.,yes,revised.by.C.M.Taylor
Rubiaceae,Pagamea spruceana,"shrub, small tree",no,yes,no,no,no,no,no,no,no,no,no,Angiosperm,Pagamea,Pagamea spruceana Vicent. & E.M.B.Prata,yes,revised.by.C.M.Taylor
Rubiaceae,Pagamea thyrsiflora,"shrub, small tree",no,yes,no,yes,no,yes,yes,yes,no,yes,yes,Angiosperm,Pagamea,Pagamea thyrsiflora Spruce ex Benth.,yes,revised.by.C.M.Taylor
Rubiaceae,Pagamea velutina,shrub,no,yes,no,no,no,no,no,no,no,yes,yes,Angiosperm,Pagamea,Pagamea velutina Steyerm.,yes,revised.by.C.M.Taylor
Rubiaceae,Palicourea acuminata,shrub,no,yes,yes,yes,no,yes,yes,yes,yes,no,yes,Angiosperm,Palicourea,Palicourea acuminata (Benth.) Borhidi,yes,revised.by.C.M.Taylor
Rubiaceae,Palicourea affinis,shrub,no,yes,no,no,no,no,no,no,no,no,no,Angiosperm,Palicourea,Palicourea affinis Standl.,yes,revised.by.C.M.Taylor
Rubiaceae,Palicourea amapaensis,"shrub, tree",yes,yes,no,no,no,no,yes,no,no,no,yes,Angiosperm,Palicourea,Palicourea amapaensis Steyerm.,yes,revised.by.C.M.Taylor
Rubiaceae,Palicourea anianguana,small tree,no,no,no,yes,no,no,no,no,no,no,no,Angiosperm,Palicourea,Palicourea anianguana C.M.Taylor,yes,revised.by.C.M.Taylor
Rubiaceae,Palicourea anisoloba,shrub,no,yes,yes,no,no,yes,no,no,no,no,no,Angiosperm,Palicourea,Palicourea anisoloba (Müll.Arg.) Boom & M.T.Campos,yes,revised.by.C.M.Taylor
Rubiaceae,Palicourea brachyloba,shrub,no,yes,no,no,no,no,no,no,no,no,no,Angiosperm,Palicourea,Palicourea brachyloba (Müll.Arg.) Boom,yes,revised.by.C.M.Taylor
Rubiaceae,Palicourea bracteosa,shrub,no,yes,yes,yes,yes,no,no,yes,no,yes,yes,Angiosperm,Palicourea,Palicourea bracteosa Standl.,yes,revised.by.C.M.Taylor
Rubiaceae,Palicourea calophylla,"shrub, tree",no,yes,no,yes,no,no,yes,yes,yes,yes,yes,Angiosperm,Palicourea,Palicourea calophylla DC.,yes,revised.by.C.M.Taylor
Rubiaceae,Palicourea candelabrum,shrub,no,no,yes,no,no,no,no,no,no,no,no,Angiosperm,Palicourea,Palicourea candelabrum (Standl.) C.M.Taylor,yes,revised.by.C.M.Taylor
Rubiaceae,Palicourea cardonae,shrub,no,yes,no,no,no,no,no,no,no,yes,yes,Angiosperm,Palicourea,Palicourea cardonae Steyerm.,yes,revised.by.C.M.Taylor
Rubiaceae,Palicourea cenepensis,shrub,no,no,yes,yes,no,no,no,no,no,no,no,Angiosperm,Palicourea,Palicourea cenepensis (C.M.Taylor) C.M.Taylor,yes,revised.by.C.M.Taylor
Rubiaceae,Palicourea charianthema,shrub,no,yes,yes,yes,no,yes,no,no,no,no,no,Angiosperm,Palicourea,Palicourea charianthema Standl.,yes,revised.by.C.M.Taylor
Rubiaceae,Palicourea comitis,"shrub, tree",yes,yes,no,no,no,no,yes,yes,no,no,yes,Angiosperm,Palicourea,Palicourea comitis (Müll.Arg.) Steyerm.,yes,revised.by.C.M.Taylor
Rubiaceae,Palicourea compta,shrub,no,no,yes,yes,no,yes,no,no,no,no,no,Angiosperm,Palicourea,Palicourea compta (Standl.) C.M.Taylor,yes,revised.by.C.M.Taylor
Rubiaceae,Palicourea conephoroides,"shrub, small tree",no,no,yes,yes,yes,no,no,no,no,no,no,Angiosperm,Palicourea,Palicourea conephoroides (Rusby) C.M.Taylor,yes,revised.by.C.M.Taylor
Rubiaceae,Palicourea conferta,shrub,no,no,yes,yes,yes,yes,no,no,no,yes,yes,Angiosperm,Palicourea,Palicourea conferta (Benth.) Sandwith,yes,revised.by.C.M.Taylor
Rubiaceae,Palicourea corymbifera,"shrub, small tree",no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,Angiosperm,Palicourea,Palicourea corymbifera (Müll.Arg.) Standl.,yes,revised.by.C.M.Taylor
Rubiaceae,Palicourea crocea,shrub,no,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,Angiosperm,Palicourea,Palicourea crocea (Sw.) Schult.,yes,revised.by.C.M.Taylor
Rubiaceae,Palicourea croceoides,"shrub, subshrub",no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,Angiosperm,Palicourea,Palicourea croceoides Ham.,yes,revised.by.C.M.Taylor
Rubiaceae,Palicourea cuspidulata,shrub,no,no,yes,yes,no,no,no,no,no,no,no,Angiosperm,Palicourea,Palicourea cuspidulata (K. Krause) C.M.Taylor,yes,revised.by.C.M.Taylor
Rubiaceae,Palicourea cymosa,shrub,no,no,yes,yes,no,no,no,no,no,no,no,Angiosperm,Palicourea,Palicourea cymosa (Ruiz & Pav.) Standl.,yes,revised.by.C.M.Taylor
Rubiaceae,Palicourea diminuta,shrub,no,no,no,no,no,no,yes,no,no,yes,yes,Angiosperm,Palicourea,Palicourea diminuta C.M.Taylor,yes,revised.by.C.M.Taylor
Rubiaceae,Palicourea fastigiata,shrub,no,yes,yes,yes,yes,no,no,yes,no,yes,yes,Angiosperm,Palicourea,Palicourea fastigiata Kunth,yes,revised.by.C.M.Taylor
Rubiaceae,Palicourea flaviflora,"shrub, small tree",no,no,yes,yes,no,yes,no,no,no,no,no,Angiosperm,Palicourea,Palicourea flaviflora (K. Krause) C.M.Taylor,yes,revised.by.C.M.Taylor
Rubiaceae,Palicourea gentryi,small tree,no,no,no,yes,no,no,no,no,no,no,no,Angiosperm,Palicourea,Palicourea gentryi C.M.Taylor,yes,revised.by.C.M.Taylor
Rubiaceae,Palicourea gomezii,shrub,no,no,yes,yes,no,no,no,no,no,no,no,Angiosperm,Palicourea,Palicourea gomezii C.M.Taylor,yes,revised.by.C.M.Taylor
Rubiaceae,Palicourea grandiceps,"shrub, small tree",no,no,no,yes,no,yes,no,no,no,no,no,Angiosperm,Palicourea,Palicourea grandiceps C.M.Taylor,yes,revised.by.C.M.Taylor
Rubiaceae,Palicourea grandiflora,"shrub, tree",yes,yes,yes,yes,yes,yes,no,yes,no,yes,yes,Angiosperm,Palicourea,Palicourea grandiflora (Kunth) Standl.,yes,revised.by.C.M.Taylor
Rubiaceae,Palicourea grandifolia,"shrub, tree",yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,Angiosperm,Palicourea,Palicourea grandifolia (Willd. ex Schult.) Standl.,yes,revised.by.C.M.Taylor
Rubiaceae,Palicourea guianensis,"shrub, tree",yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,Angiosperm,Palicourea,Palicourea guianensis Aubl.,yes,revised.by.C.M.Taylor
Rubiaceae,Palicourea herzogii,shrub,no,no,no,no,yes,no,no,no,no,no,no,Angiosperm,Palicourea,Palicourea herzogii Standl.,yes,revised.by.C.M.Taylor
Rubiaceae,Palicourea huampamiensis,shrub,no,no,yes,yes,no,yes,no,no,no,no,no,Angiosperm,Palicourea,Palicourea huampamiensis (C.M.Taylor) C.M.Taylor,yes,revised.by.C.M.Taylor
Rubiaceae,Palicourea huberi,shrub,no,yes,no,no,no,no,no,no,no,no,no,Angiosperm,Palicourea,Palicourea huberi Steyerm.,yes,revised.by.C.M.Taylor
Rubiaceae,Palicourea hypochlorina,shrub,no,yes,yes,no,no,yes,no,no,no,no,no,Angiosperm,Palicourea,Palicourea hypochlorina (C.M.Taylor) C.M.Taylor,yes,revised.by.C.M.Taylor
Rubiaceae,Palicourea iquitoensis,shrub,no,no,yes,no,no,yes,no,no,no,no,no,Angiosperm,Palicourea,Palicourea iquitoensis K.Krause,yes,revised.by.C.M.Taylor
Rubiaceae,Palicourea irwinii,"shrub, tree",no,yes,no,no,no,no,no,no,no,no,no,Angiosperm,Palicourea,Palicourea irwinii Steyerm.,yes,revised.by.C.M.Taylor
Rubiaceae,Palicourea jatun-sachensis,subshrub,no,no,yes,yes,no,yes,no,no,no,no,no,Angiosperm,Palicourea,Palicourea jatun-sachensis C.M.Taylor,yes,revised.by.C.M.Taylor
Rubiaceae,Palicourea jenmanii,shrub,no,no,no,no,no,no,yes,yes,no,yes,yes,Angiosperm,Palicourea,Palicourea jenmanii (Wernham) C.M.Taylor,yes,revised.by.C.M.Taylor
Rubiaceae,Palicourea kaieteurensis,shrub,no,no,no,no,no,no,no,yes,no,no,yes,Angiosperm,Palicourea,Palicourea kaieteurensis (Wernham) C.M.Taylor,yes,revised.by.C.M.Taylor
Rubiaceae,Palicourea lachnantha,shrub,no,no,yes,no,no,yes,no,no,no,no,no,Angiosperm,Palicourea,Palicourea lachnantha Standl.,yes,revised.by.C.M.Taylor
Rubiaceae,Palicourea lasiantha,"shrub, tree",yes,yes,yes,yes,yes,yes,no,no,no,no,no,Angiosperm,Palicourea,Palicourea lasiantha K.Krause,yes,revised.by.C.M.Taylor
Rubiaceae,Palicourea lasiophylla,"shrub, small tree",no,yes,yes,no,yes,no,no,no,no,no,no,Angiosperm,Palicourea,Palicourea lasiophylla K. Krause,yes,revised.by.C.M.Taylor
Rubiaceae,Palicourea lemoniana,"shrub, small tree",no,no,no,no,no,yes,no,no,no,yes,yes,Angiosperm,Palicourea,Palicourea lemoniana C.M.Taylor,yes,revised.by.C.M.Taylor
Rubiaceae,Palicourea lewisiorum,"shrub, small tree",no,no,yes,yes,no,no,no,no,no,no,no,Angiosperm,Palicourea,Palicourea lewisiorum C.M.Taylor,yes,revised.by.C.M.Taylor
Rubiaceae,Palicourea longiflora,shrub,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,Angiosperm,Palicourea,Palicourea longiflora DC.,yes,revised.by.C.M.Taylor
Rubiaceae,Palicourea longistipulata,"shrub, tree",no,yes,yes,no,yes,yes,yes,yes,no,yes,yes,Angiosperm,Palicourea,Palicourea longistipulata Standl.,yes,revised.by.C.M.Taylor
Rubiaceae,Palicourea lucidula,shrub,no,no,yes,yes,no,yes,no,no,no,no,no,Angiosperm,Palicourea,Palicourea lucidula Standl.,yes,revised.by.C.M.Taylor
Rubiaceae,Palicourea luteonivea,shrub,no,no,yes,yes,yes,yes,no,no,no,no,no,Angiosperm,Palicourea,Palicourea luteonivea C.M.Taylor,yes,revised.by.C.M.Taylor
Rubiaceae,Palicourea macarthurorum,"shrub, small tree",no,no,yes,yes,no,yes,no,no,no,no,no,Angiosperm,Palicourea,Palicourea macarthurorum C.M.Taylor,yes,revised.by.C.M.Taylor
Rubiaceae,Palicourea macrobotrys,shrub,no,yes,yes,no,yes,no,no,no,no,no,no,Angiosperm,Palicourea,Palicourea macrobotrys (Ruiz & Pav.) Schult.,yes,revised.by.C.M.Taylor
Rubiaceae,Palicourea mansoana,shrub,no,yes,yes,yes,yes,yes,no,no,no,no,no,Angiosperm,Palicourea,Palicourea mansoana (Müll.Arg.) Standl.,yes,revised.by.C.M.Taylor
Rubiaceae,Palicourea marcgravii,shrub,no,yes,no,no,yes,no,no,no,no,no,no,Angiosperm,Palicourea,Palicourea marcgravii A.St.-Hil.,yes,revised.by.C.M.Taylor
Rubiaceae,Palicourea nigricans,shrub,no,yes,yes,yes,no,yes,no,no,no,no,no,Angiosperm,Palicourea,Palicourea nigricans K.Krause,yes,revised.by.C.M.Taylor
Rubiaceae,Palicourea nitidella,shrub,no,yes,no,no,no,yes,yes,yes,no,yes,yes,Angiosperm,Palicourea,Palicourea nitidella (Müll.Arg.) Standl.,yes,revised.by.C.M.Taylor
Rubiaceae,Palicourea obconica,shrub,no,yes,no,no,no,yes,no,no,no,no,no,Angiosperm,Palicourea,Palicourea obconica (Müll. Arg.) C.M.Taylor,yes,revised.by.C.M.Taylor
Rubiaceae,Palicourea obtusata,shrub,no,yes,no,no,no,no,no,no,no,no,no,Angiosperm,Palicourea,Palicourea obtusata K.Krause,yes,revised.by.C.M.Taylor
Rubiaceae,Palicourea ownbeyi,shrub,no,yes,yes,yes,no,yes,no,no,no,no,no,Angiosperm,Palicourea,Palicourea ownbeyi (Standl. ex C.M.Taylor) C.M.Taylor,yes,revised.by.C.M.Taylor
Rubiaceae,Palicourea pachycalyx,tree,yes,yes,yes,yes,yes,yes,no,no,no,no,no,Angiosperm,Palicourea,Palicourea pachycalyx Standl.,yes,revised.by.C.M.Taylor
Rubiaceae,Palicourea pandensis,shrub,no,no,yes,yes,no,yes,no,no,no,no,no,Angiosperm,Palicourea,Palicourea pandensis (Standl.) C.M.Taylor,yes,revised.by.C.M.Taylor
Rubiaceae,Palicourea parajusticioides,"shrub, small tree",no,no,yes,yes,no,no,no,no,no,no,no,Angiosperm,Palicourea,"Palicourea parajusticioides C.M.Taylor, Bruniera & Zappi",yes,revised.by.C.M.Taylor
Rubiaceae,Palicourea paujilensis,"shrub, small tree",no,no,yes,no,no,no,no,no,no,no,no,Angiosperm,Palicourea,Palicourea paujilensis C.M.Taylor,yes,revised.by.C.M.Taylor
Rubiaceae,Palicourea paulina,shrub,no,yes,no,no,yes,yes,no,no,no,no,no,Angiosperm,Palicourea,Palicourea paulina (Standl.) C.M.Taylor,yes,revised.by.C.M.Taylor
Rubiaceae,Palicourea premontana,small tree,no,no,no,yes,no,yes,no,no,no,no,no,Angiosperm,Palicourea,Palicourea premontana C.M.Taylor,yes,revised.by.C.M.Taylor
Rubiaceae,Palicourea punicea,shrub,no,yes,yes,no,yes,no,no,no,no,yes,yes,Angiosperm,Palicourea,Palicourea punicea (Ruiz & Pav.) DC.,yes,revised.by.C.M.Taylor
Rubiaceae,Palicourea quadrifolia,"shrub, tree",no,yes,no,no,yes,no,yes,yes,no,yes,yes,Angiosperm,Palicourea,Palicourea quadrifolia (Rudge) DC.,yes,revised.by.C.M.Taylor
Rubiaceae,Palicourea racemosa,shrub,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,Angiosperm,Palicourea,Palicourea racemosa (Aubl.) Borhidi,yes,revised.by.C.M.Taylor
